,FIRE_NUMBER,FIRE_YEAR,RESPONSE_TYPE_DESC,IGNITION_DATE,FIRE_OUT_DATE,FIRE_CAUSE,FIRE_LABEL,FIRE_CENTRE,ZONE,FIRE_ID,FIRE_TYPE,INCIDENT_NAME,GEOGRAPHIC_DESCRIPTION,LATITUDE,LONGITUDE,CURRENT_SIZE,FEATURE_CODE,OBJECTID,SE_ANNO_CAD_DATA,fme_feature_type,geometry
541,G70006,1981,,19810709200000,19810710210600,Person,1981-G70006,4.0,7.0,4070006,Fire,,,54.999,-120.18,0.1,JA70003000,4975241,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-120.1800000006 54.999)
542,G70009,1993,,19930606120000,19930606155900,Lightning,1993-G70009,4.0,7.0,4070009,Fire,,,54.955,-120.178,0.1,JA70003000,5008574,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-120.1780000006 54.9549999998)
543,G70029,1987,,19870706171200,19870706195900,Lightning,1987-G70029,4.0,7.0,4070029,Fire,,,54.902,-120.147,0.0,JA70003000,4992453,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-120.1470000007 54.9019999998)
544,G70064,1992,,19920812130000,19920814155900,Lightning,1992-G70064,4.0,7.0,4070064,Fire,,,54.982,-120.132,0.1,JA70003000,5005893,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-120.1320000002 54.9819999997)
545,G00290,1967,,19670803160000,19670803161800,Lightning,1967-G00290,4.0,0.0,4000290,Fire,,,54.905,-120.129,0.1,JA70003000,4941740,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-120.1290000002 54.905)
546,G70043,1984,,19840805170000,19840807151800,Lightning,1984-G70043,4.0,7.0,4070043,Fire,,,55.018,-120.967,0.1,JA70003000,4983665,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-120.9670000006 55.0180000002)
547,G70106,1981,,19810921120000,19810923160600,Person,1981-G70106,4.0,7.0,4070106,Fire,,,55.097,-120.954,0.1,JA70003000,4975896,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-120.9539999993 55.0970000001)
548,G70029,1986,,19861014103000,19861015093600,Person,1986-G70029,4.0,7.0,4070029,Fire,,,55.083,-120.941,2.3,JA70003000,4987874,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-120.9409999992 55.0830000001)
549,G70085,1973,,19730711,19730711072400,Lightning,1973-G70085,4.0,7.0,4070085,Fire,,,55.01,-120.876,0.2,JA70003000,4955972,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-120.8760000005 55.0100000004)
550,G70051,1984,,19840812150000,19840813030600,Lightning,1984-G70051,4.0,7.0,4070051,Fire,,,55.003,-120.85,1.7,JA70003000,4983672,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-120.8500000005 55.003)
551,G70012,1981,,19810718160000,19810718200600,Lightning,1981-G70012,4.0,7.0,4070012,Fire,,,54.89,-120.829,0.1,JA70003000,4975247,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-120.8290000001 54.89)
552,G70011,1983,,19830525194000,19830527124000,Person,1983-G70011,4.0,7.0,4070011,Fire,,,55.032,-120.76,0.4,JA70003000,4980819,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-120.7599999995 55.0320000004)
553,G70048,1982,,19820630132000,19820630160200,Lightning,1982-G70048,4.0,7.0,4070048,Fire,,,55.068,-120.743,0.1,JA70003000,4979216,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-120.7430000008 55.0679999997)
554,G70056,1980,,19801006100000,19801007100600,Person,1980-G70056,4.0,7.0,4070056,Fire,,,55.083,-120.665,56.0,JA70003000,4973432,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-120.6649999996 55.0830000003)
555,G70015,1985,,19850617100000,19850618071200,Person,1985-G70015,4.0,7.0,4070015,Fire,,,55.046,-120.665,98.5,JA70003000,4985304,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-120.6649999994 55.0459999996)
556,G70061,1985,,19850717060000,19850719193400,Lightning,1985-G70061,4.0,7.0,4070061,Fire,,,54.919,-120.68,0.2,JA70003000,4986967,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-120.6799999998 54.9190000003)
557,G70047,1972,,19720522110000,19720530073600,Unknown,1972-G70047,4.0,7.0,4070047,Fire,,,54.898,-120.667,2.0,JA70003000,4953792,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-120.6669999993 54.8979999999)
558,G70047,1982,,19820630133000,19820630135400,Lightning,1982-G70047,4.0,7.0,4070047,Fire,,,54.927,-120.629,0.1,JA70003000,4979215,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-120.6289999992 54.9270000003)
559,G70507,1971,,19710823070000,19710823133600,Person,1971-G70507,4.0,7.0,4070507,Fire,,,54.912,-120.629,0.1,JA70003000,4951841,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-120.6290000006 54.9120000004)
560,G70026,1986,,19860911163000,19860911164200,Person,1986-G70026,4.0,7.0,4070026,Fire,,,55.032,-120.613,0.4,JA70003000,4987871,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-120.6129999997 55.0320000003)
561,G70005,1979,,19790929090000,19791001193000,Unknown,1979-G70005,4.0,7.0,4070005,Fire,,,54.934,-120.617,0.2,JA70003000,4971730,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-120.6170000001 54.9339999998)
562,G70009,1978,,19780804170000,19780804190000,Lightning,1978-G70009,4.0,7.0,4070009,Fire,,,54.984,-120.604,0.1,JA70003000,4968029,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-120.6039999998 54.9840000004)
563,G70082,1999,,19990618113000,19990618140000,Lightning,1999-G70082,4.0,7.0,4070082,Fire,,,54.95,-120.6,0.1,JA70003000,5021172,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-120.6000000003 54.9500000002)
564,G70209,1995,,19950629150000,19950629174400,Lightning,1995-G70209,4.0,7.0,4070209,Fire,,,54.963,-120.589,0.0,JA70003000,5014360,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-120.5889999995 54.9629999999)
565,G70110,1996,,19960729163000,19960729185700,Lightning,1996-G70110,4.0,7.0,4070110,Fire,,,54.933,-120.583,0.0,JA70003000,5015009,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-120.5830000001 54.9329999999)
566,GI0445,1971,,19710808190000,19710811130600,Lightning,1971-GI0445,4.0,18.0,4180445,Fire,,,54.927,-121.43,2.0,JA70003000,4951340,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-121.4299999998 54.927)
567,G70028,1984,,19840802170000,19840802212900,Lightning,1984-G70028,4.0,7.0,4070028,Fire,,,54.999,-121.417,0.2,JA70003000,4983551,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-121.4169999997 54.9989999995)
568,G70030,1984,,19840803170000,19840804071700,Lightning,1984-G70030,4.0,7.0,4070030,Fire,,,54.977,-121.417,0.2,JA70003000,4983553,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-121.4169999997 54.9769999999)
569,G70004,1981,,19810705094000,19810705174600,Person,1981-G70004,4.0,7.0,4070004,Fire,,,55.01,-121.402,0.2,JA70003000,4975239,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-121.4020000001 55.0099999999)
570,G70057,1991,,19910822160000,19910823155000,Person,1991-G70057,4.0,7.0,4070057,Fire,,,54.92,-121.333,0.0,JA70003000,5002378,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-121.3329999998 54.9200000004)
571,G20143,1987,,19870724160000,19870726142800,Lightning,1987-G20143,4.0,2.0,4020143,Fire,,,54.955,-121.302,0.0,JA70003000,4992576,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-121.3019999995 54.9549999998)
572,G70057,1990,,19900816160000,19901002100000,Lightning,1990-G70057,4.0,7.0,4070057,Fire,,,54.946,-121.302,1424.0,JA70003000,5000206,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-121.3020000003 54.9459999999)
573,G70002,1981,,19810608140000,19810608144800,Person,1981-G70002,4.0,7.0,4070002,Fire,,,55.046,-121.273,0.1,JA70003000,4975237,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-121.2730000001 55.0459999997)
574,G20139,1987,,19870724170000,19870726145900,Lightning,1987-G20139,4.0,2.0,4020139,Fire,,,54.955,-121.271,0.0,JA70003000,4992544,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-121.2709999997 54.9549999998)
575,G70045,1991,,19910731160000,19910801202900,Person,1991-G70045,4.0,7.0,4070045,Fire,,,54.938,-121.255,0.3,JA70003000,5002212,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-121.2550000004 54.938)
576,G70016,1994,,19940726165000,19940726185900,Lightning,1994-G70016,4.0,7.0,4070016,Fire,,,54.933,-121.25,0.0,JA70003000,5012324,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-121.2500000005 54.933)
577,G70361,1975,,19750921,19750922043600,Person,1975-G70361,4.0,7.0,4070361,Fire,,,54.941,-121.18,0.1,JA70003000,4962496,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-121.1800000001 54.9410000001)
578,G70360,1975,,19750918,19750918013000,Person,1975-G70360,4.0,7.0,4070360,Fire,,,54.934,-121.18,0.3,JA70003000,4962495,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-121.1800000001 54.9339999997)
579,G70017,1994,,19940814223000,19940815105900,Lightning,1994-G70017,4.0,7.0,4070017,Fire,,,54.967,-121.133,0.0,JA70003000,5012325,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-121.1330000002 54.967)
580,G70025,1994,,19940929161500,19940929175800,Unknown,1994-G70025,4.0,7.0,4070025,Fire,,,54.967,-121.083,0.1,JA70003000,5011826,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-121.083 54.9670000002)
581,G20244,1981,,19810826100000,19810826180600,Lightning,1981-G20244,4.0,2.0,4020244,Fire,,,54.984,-121.079,0.1,JA70003000,4975215,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-121.0790000006 54.9840000001)
582,G70019,1984,,19840727,19840729200000,Lightning,1984-G70019,4.0,7.0,4070019,Fire,,,55.046,-121.049,0.1,JA70003000,4983444,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-121.049 55.046)
583,G70018,1993,,19930819200000,19930820115900,Lightning,1993-G70018,4.0,7.0,4070018,Fire,,,54.991,-121.038,0.0,JA70003000,5008658,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-121.0379999993 54.9910000001)
584,G70047,1990,,19900812140000,19900814120000,Lightning,1990-G70047,4.0,7.0,4070047,Fire,,,54.982,-121.038,0.1,JA70003000,5000026,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-121.0380000001 54.9820000001)
585,G70087,1981,,19810825230000,19810827100600,Lightning,1981-G70087,4.0,7.0,4070087,Fire,,,55.046,-121.023,0.2,JA70003000,4975681,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-121.0229999998 55.0460000002)
586,G70069,1981,,19810826010000,19810826130600,Lightning,1981-G70069,4.0,7.0,4070069,Fire,,,54.927,-121.015,0.1,JA70003000,4975378,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-121.0150000007 54.9270000004)
587,G70143,1999,,,,Unknown,1999-G70143,4.0,7.0,4070143,Smoke Chase,,,55.0333,-121.0,,JA70003000,5021882,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-120.9999999996 55.0333333002)
588,G70109,1981,,19810929120000,19811016160000,Person,1981-G70109,4.0,7.0,4070109,Fire,,,55.01,-120.993,0.1,JA70003000,4975898,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-120.9929999999 55.0100000004)
589,G70067,1992,,19920812130000,19920814185900,Lightning,1992-G70067,4.0,7.0,4070067,Fire,,,54.875,-120.349,0.1,JA70003000,5005896,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-120.3489999995 54.875)
590,G70011,1993,,19930606123000,19930606175900,Lightning,1993-G70011,4.0,7.0,4070011,Fire,,,54.875,-120.193,0.1,JA70003000,5008576,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-120.1930000001 54.8750000002)
591,G70179,1974,,19740803220000,19740805161100,Lightning,1974-G70179,4.0,7.0,4070179,Fire,,,54.876,-120.041,10.1,JA70003000,4958513,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-120.0409999996 54.8760000002)
592,G70033,1992,,19920722150000,19920722161400,Person,1992-G70033,4.0,7.0,4070033,Fire,,,54.866,-120.659,0.0,JA70003000,5006689,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-120.6589999994 54.8660000004)
593,G70052,1990,,19900812140000,19900820213800,Lightning,1990-G70052,4.0,7.0,4070052,Fire,,,54.884,-120.845,0.2,JA70003000,5000201,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-120.8450000004 54.8839999996)
594,G30232,2018,,,,Unknown,2018-G30232,4.0,3.0,400232,Smoke Chase,,2Miles North of Dunster Intersection,58.8014,-122.6772,,JA70003000,4836015,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-122.6772170007 58.8013830004)
595,GD0005,1976,,19760425130000,19760425184700,Person,1976-GD0005,4.0,13.0,4130005,Fire,,,58.804,-122.687,0.8,JA70003000,4964168,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-122.6870000003 58.8039999999)
596,Fort N,2022,,,,Unknown,2022-Fort Ne,4.0,9.0,990008,Field Activity,,,58.8055,-122.6976,0.0,JA70003000,4847834,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-122.6976380002 58.8054999998)
597,Fort N,2023,,,,Unknown,2023-Fort Ne,4.0,9.0,990013,Field Activity,,,58.8077,-122.7,0.0,JA70003000,4865572,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-122.6999880008 58.8077450004)
598,GD0362,1970,,19700824100000,19700824114200,Person,1970-GD0362,4.0,13.0,4130362,Fire,,,58.811,-122.715,0.2,JA70003000,4947308,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-122.7150000002 58.8109999997)
599,GD0220,1971,,19710525190000,19710525230000,Person,1971-GD0220,4.0,13.0,4130220,Fire,,,58.811,-122.701,0.1,JA70003000,4952686,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-122.7009999992 58.8110000004)
600,GD0016,1975,,19750504130000,19750505123000,Person,1975-GD0016,4.0,13.0,4130016,Fire,,,58.811,-122.701,0.1,JA70003000,4962079,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-122.7009999992 58.8110000004)
601,GD0277,1970,,19700712,19700712005400,Person,1970-GD0277,4.0,13.0,4130277,Fire,,,58.811,-122.701,0.1,JA70003000,4947356,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-122.7009999992 58.8110000004)
602,G90184,2016,Full,20160520230000,20160521140000,Person,2016-G90184,4.0,9.0,400184,Fire,,Cottonwood Road,58.8107,-122.6749,0.009,JA70003000,4893377,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-122.6749189993 58.81065)
603,G90115,1981,,19810823122000,19810823142600,Lightning,1981-G90115,4.0,9.0,4090115,Fire,,,58.811,-122.687,0.1,JA70003000,4975424,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-122.6870000006 58.8110000002)
604,GD0056,1970,,19700603130000,19700603143600,Person,1970-GD0056,4.0,13.0,4130056,Fire,,,58.811,-122.687,0.2,JA70003000,4947058,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-122.6870000006 58.8110000002)
605,G90041,2012,,20120511205700,20120511123000,Unknown,2012-G90041,4.0,9.0,400041,Nuisance Fire,,Southridge Trailer Park,58.8126,-122.6807,0.009,JA70003000,4890902,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-122.6806829992 58.8126330001)
606,G00372,1969,,19690826190000,19690827081200,Person,1969-G00372,4.0,0.0,4000372,Fire,,,58.818,-122.729,0.1,JA70003000,4946033,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-122.7290000004 58.8179999997)
607,G00232,1966,,19660815190000,19660815200000,Unknown,1966-G00232,4.0,0.0,4000232,Fire,,,58.818,-122.673,0.1,JA70003000,4938892,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-122.6729999993 58.8179999998)
608,G00406,1967,,19670902200000,19670903101200,Person,1967-G00406,4.0,0.0,4000406,Fire,,,58.818,-122.673,0.1,JA70003000,4940995,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-122.6729999993 58.8179999998)
609,G00401,1967,,19670902200000,19670903130600,Person,1967-G00401,4.0,0.0,4000401,Fire,,,58.818,-122.673,0.1,JA70003000,4940952,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-122.6729999993 58.8179999998)
610,G90020,1984,,19840612200000,19840613171700,Person,1984-G90020,4.0,9.0,4090020,Fire,,,58.825,-122.715,0.1,JA70003000,4981841,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-122.7149999999 58.8250000004)
611,G90023,1982,,19820619124500,19820619170900,Unknown,1982-G90023,4.0,9.0,4090023,Fire,,,58.825,-122.687,1.0,JA70003000,4978122,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-122.6869999995 58.8250000001)
612,G90096,2003,Modified,20030602080000,20030808100000,Person,2003-G90096,4.0,9.0,400096,Fire,,McConnachie Creek,58.8338,-122.6808,4.0,JA70003000,4843972,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-122.6808169996 58.8338170003)
613,G90121,2013,,20130623205200,20130623224700,Unknown,2013-G90121,4.0,9.0,400121,Nuisance Fire,,McConachie Creek Bypass Road,58.8393,-122.7165,0.002,JA70003000,4864391,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-122.7165170002 58.8393330001)
614,GD0107,1971,,19710501,19710501030000,Unknown,1971-GD0107,4.0,13.0,4130107,Fire,,,58.84,-122.673,0.6,JA70003000,4952417,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-122.6730000006 58.8399999999)
615,G90006,1982,,19820607110000,19820607153500,Unknown,1982-G90006,4.0,9.0,4090006,Fire,,,58.84,-122.673,0.3,JA70003000,4978049,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-122.6730000006 58.8399999999)
616,G90041,1984,,19840731203000,19840802181800,Lightning,1984-G90041,4.0,9.0,4090041,Fire,,,58.626,-122.785,0.1,JA70003000,4983509,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-122.7850000009 58.6259999997)
617,G90005,1985,,19850517093000,19850520205900,Person,1985-G90005,4.0,9.0,4090005,Fire,,,58.633,-122.701,872.7,JA70003000,4985748,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-122.7010000002 58.6330000002)
618,G90028,1983,,19830614110000,19830615164100,Person,1983-G90028,4.0,9.0,4090028,Fire,,,58.648,-122.729,4.0,JA70003000,4980170,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-122.7290000008 58.6480000003)
619,G90028,1985,,19850517130000,19850517210600,Person,1985-G90028,4.0,9.0,4090028,Fire,,,58.648,-122.729,15.5,JA70003000,4985150,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-122.7290000008 58.6480000003)
620,G00376,1967,,19670826100000,19670826170000,Person,1967-G00376,4.0,0.0,4000376,Fire,,,58.655,-122.729,0.1,JA70003000,4941485,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-122.7289999997 58.6550000002)
621,GD0141,1972,,19720629,19720629020000,Person,1972-GD0141,4.0,13.0,4130141,Fire,,,58.677,-122.715,0.1,JA70003000,4954281,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-122.7149999997 58.6770000004)
622,G90007,1984,,19840410100000,19840504151700,Unknown,1984-G90007,4.0,9.0,4090007,Fire,,,58.677,-122.701,0.1,JA70003000,4981617,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-122.7010000007 58.6769999996)
623,G00060,1964,,19640615,19640615040600,Lightning,1964-G00060,4.0,0.0,4000060,Fire,,,58.684,-122.812,0.4,JA70003000,4933971,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-122.8120000004 58.6840000003)
624,G00162,1959,,19590720,19590721073000,Lightning,1959-G00162,4.0,0.0,4000162,Fire,,,58.684,-122.757,0.2,JA70003000,4923664,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-122.7569999998 58.6839999997)
625,G00127,1967,,19670626150000,19670626170600,Lightning,1967-G00127,4.0,0.0,4000127,Fire,,,58.684,-122.729,0.1,JA70003000,4941151,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-122.7290000006 58.684)
626,GD0027,1975,,19750511150000,19750511175400,Unknown,1975-GD0027,4.0,13.0,4130027,Fire,,,58.684,-122.701,0.4,JA70003000,4962081,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-122.7010000001 58.684)
627,G00209,1969,,19690620120000,19690621144200,Person,1969-G00209,4.0,0.0,4000209,Fire,,,58.713,-122.729,0.1,JA70003000,4945191,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-122.7289999999 58.7130000001)
628,G90240,2003,Full,20030726204000,20030727183000,Lightning,2003-G90240,4.0,9.0,400240,Fire,,8 Miles South of Ft Nelson,58.7438,-122.8133,0.1,JA70003000,4872041,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-122.8133329998 58.7438329997)
629,GD0376,1975,,19750917,19750917032900,Lightning,1975-GD0376,4.0,13.0,4130376,Fire,,,58.742,-122.729,0.1,JA70003000,4961725,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-122.7290000002 58.7420000002)
630,GD0051,1972,,19720520090000,19720520113600,Person,1972-GD0051,4.0,13.0,4130051,Fire,,,58.749,-122.687,0.4,JA70003000,4954796,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-122.6870000007 58.7490000004)
631,G00065,1963,,19630519150000,19630519165400,Person,1963-G00065,4.0,0.0,4000065,Fire,,,58.76,-122.729,1.6,JA70003000,4931723,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-122.7290000006 58.7600000004)
632,G00254,1958,,19580622,19580622194800,Person,1958-G00254,4.0,0.0,4000254,Fire,,,58.76,-122.729,0.8,JA70003000,4920917,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-122.7290000006 58.7600000004)
633,GD0069,1970,,19700301,19700301022800,Unknown,1970-GD0069,4.0,13.0,4130069,Fire,,,58.76,-122.729,0.1,JA70003000,4947059,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-122.7290000006 58.7600000004)
634,G00046,1964,,19640605,19640605022300,Person,1964-G00046,4.0,0.0,4000046,Fire,,,58.76,-122.729,0.2,JA70003000,4934063,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-122.7290000006 58.7600000004)
635,G00428,1961,,19610813150000,19610813221200,Unknown,1961-G00428,4.0,0.0,4000428,Fire,,,58.76,-122.729,1.2,JA70003000,4927452,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-122.7290000006 58.7600000004)
636,G00043,1967,,19670526130000,19670526144800,Person,1967-G00043,4.0,0.0,4000043,Fire,,,58.76,-122.729,0.4,JA70003000,4940879,,WHSE_LAND_AND_NATURAL_RESOURCE.PROT_HISTORICAL_INCIDENTS_SP,POINT (-122.7290000006 58.7600000004)
